trackname,album_title,artist,total_purchases,total_cost
Jealous Guy,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,1,0.99
Janie's Got A Gun,Big Ones,Aerosmith,1,0.99
Jailbait,Ace Of Spades,Motörhead,1,0.99
Jah Seh No,Greatest Hits,Lenny Kravitz,1,0.99
Jaded,International Superhits,Green Day,1,0.99
Jacob's Ladder,Blue Moods,Incognito,1,0.99
Ito Okashi,Original Soundtracks 1,Passengers,1,0.99
It's a Mistake,The Best Of Men At Work,Men At Work,1,0.99
It's Too Funky In Here,Sex Machine,James Brown,1,0.99
It's The End Of The World As We Know It (And I Feel Fine),The Best Of R.E.M.: The IRS Years,R.E.M.,1,0.99
It's So Easy,Appetite for Destruction,Guns N' Roses,1,0.99
It's Only Love,Greatest Hits,Lenny Kravitz,1,0.99
It's Late,News Of The World,Queen,1,0.99
It's Just A Thought,"Chronicle, Vol. 2",Creedence Clearwater Revival,1,0.99
It's A Man's Man's Man's World,Sex Machine,James Brown,1,0.99
It's A Hard Life,Greatest Hits II,Queen,1,0.99
It Was A Very Good Year,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra,1,0.99
It Doesn't Matter,Morning Dance,Spyro Gyra,1,0.99
It Ain't Like That,Facelift,Alice In Chains,1,0.99
Iron Man/Children of the Grave,Speak of the Devil,Ozzy Osbourne,1,0.99
Iron Man,Tribute,Ozzy Osbourne,1,0.99
Ipiranga 2001,Carnaval 2001,Various Artists,1,0.99
Invisible Kid,St. Anger,Metallica,1,0.99
Invaders,The Number of The Beast,Iron Maiden,1,0.99
Intro / Stronger Than Me,Frank,Amy Winehouse,1,0.99
Into The Light,Into The Light,David Coverdale,1,0.99
Into The Fire,Deep Purple In Rock,Deep Purple,1,0.99
Interlude Zumbi,Afrociberdelia,Chico Science & Nação Zumbi,1,0.99
Instinto Colectivo,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,1,0.99
Instant Karma,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,1,0.99
Inside Job,Pearl Jam,Pearl Jam,1,0.99
Insensível,Volume Dois,Titãs,1,0.99
Innuendo,Greatest Hits II,Queen,1,0.99
Infeliz Natal,Cesta Básica,Raimundos,1,0.99
Indios,Mais Do Mesmo,Legião Urbana,1,0.99
In Your Honor,In Your Honor [Disc 1],Foo Fighters,1,0.99
In Bloom,Nevermind,Nirvana,1,0.99
If You Have To Ask,Blood Sugar Sex Magik,Red Hot Chili Peppers,1,0.99
If You Don't Know Me By Now,Greatest Hits,Lenny Kravitz,1,0.99
If God Will Send His Angels,Pop,U2,1,0.99
Idolatrada,Minas,Milton Nascimento,1,0.99
I'm Real,Sex Machine,James Brown,1,0.99
I'm A Boy,My Generation - The Very Best Of The Who,The Who,1,0.99
I Would Do For You,UB40 The Best Of - Volume Two [UK],UB40,1,0.99
I Was Made For Loving You,Greatest Kiss,Kiss,1,0.99
I Want To Break Free,Greatest Hits II,Queen,1,0.99
I Want It All,Greatest Hits II,Queen,1,0.99
I Still Love You,Unplugged [Live],Kiss,1,0.99
I Still Haven't Found What I'm Looking for,Rattle And Hum,U2,1,0.99
I Still Haven't Found What I'm Looking For,The Best Of 1980-1990,U2,1,0.99
I Remember California,Green,R.E.M.,1,0.99
I Need Love,Come Taste The Band,Deep Purple,1,0.99
I Looked At You,The Doors,The Doors,1,0.99
I Like Dirt,Californication,Red Hot Chili Peppers,1,0.99
I Know Somethin (Bout You),Facelift,Alice In Chains,1,0.99
I Heard Love Is Blind,Frank,Amy Winehouse,1,0.99
I Get A Kick Out Of You,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra,1,0.99
I Fucking Hate You,Faceless,Godsmack,1,0.99
I Feel Good (I Got You) - Sossego,Acústico MTV,Os Paralamas Do Sucesso,1,0.99
I Don't Wanna Be Kissed (By Anyone But You),Miles Ahead,Miles Davis,1,0.99
I Don't Know,Blizzard of Ozz,Ozzy Osbourne,1,0.99
I Do,"Lost, Season 3",Lost,1,1.99
I Could Have Lied,Blood Sugar Sex Magik,Red Hot Chili Peppers,1,0.99
I Could Die For You,By The Way,Red Hot Chili Peppers,1,0.99
I Can't Remember,Facelift,Alice In Chains,1,0.99
I Can't Quit You Baby(2),BBC Sessions [Disc 1] [Live],Led Zeppelin,1,0.99
I Can't Quit You Baby,Led Zeppelin I,Led Zeppelin,1,0.99
I Can See For Miles,My Generation - The Very Best Of The Who,The Who,1,0.99
I Belong To You,Greatest Hits,Lenny Kravitz,1,0.99
I Am,Faceless,Godsmack,1,0.99
Hysteria,Vault: Def Leppard's Greatest Hits,Def Leppard,1,0.99
Hypnotize,Audioslave,Audioslave,1,0.99
Hush,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,1,0.99
Humans Being,"The Best Of Van Halen, Vol. I",Van Halen,1,0.99
How The West Was Won And Where It Got Us,New Adventures In Hi-Fi,R.E.M.,1,0.99
How High The Moon,Up An' Atom,Gene Krupa,1,0.99
Houses Of The Holy,Physical Graffiti [Disc 1],Led Zeppelin,1,0.99
House of the Rising Sun,"Lost, Season 1",Lost,1,1.99
Hots On For Nowhere,Presence,Led Zeppelin,1,0.99
Hot Rockin',Living After Midnight,Judas Priest,1,0.99
Hot Dog,In Through The Out Door,Led Zeppelin,1,0.99
Hooked Up,Emergency On Planet Earth,Jamiroquai,1,0.99
Honolulu,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Lulu Santos,1,0.99
Homem Primata (Vinheta),Acústico,Titãs,1,0.99
Homem Primata,Acústico,Titãs,1,0.99
Homely Girl,UB40 The Best Of - Volume Two [UK],UB40,1,0.99
Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again,American Idiot,Green Day,1,0.99
Homecoming,"Lost, Season 1",Lost,1,1.99
Home Sweet Home,Motley Crue Greatest Hits,Mötley Crüe,1,0.99
Home Sick Home,Album Of The Year,Faith No More,1,0.99
Holy Smoke,No Prayer For The Dying,Iron Maiden,1,0.99
Holier Than Thou,Black Album,Metallica,1,0.99
Hit The Lights,Kill 'Em All,Metallica,1,0.99
Hip Hop Rio,Os Cães Ladram Mas A Caravana Não Pára,Planet Hemp,1,0.99
Highway Chile,Are You Experienced?,Jimi Hendrix,1,0.99
Higher Ground,UB40 The Best Of - Volume Two [UK],UB40,1,0.99
High Head Blues,Live [Disc 2],The Black Crowes,1,0.99
High Ball Shooter,Stormbringer,Deep Purple,1,0.99
"Hey, Johnny Park!",The Colour And The Shape,Foo Fighters,1,0.99
Hey Tonight,"Chronicle, Vol. 1",Creedence Clearwater Revival,1,0.99
Hey Joe,Are You Experienced?,Jimi Hendrix,1,0.99
Hey Hey,Unplugged,Eric Clapton,1,0.99
Hey Cisco,Purpendicular,Deep Purple,1,0.99
Hero,"Battlestar Galactica, Season 3",Battlestar Galactica,1,1.99
Here I Go Again,Greatest Hits,Lenny Kravitz,1,0.99
Here I Am (Come And Take Me),UB40 The Best Of - Volume Two [UK],UB40,1,0.99
Hemp Family,Os Cães Ladram Mas A Caravana Não Pára,Planet Hemp,1,0.99
Help Yourself,Frank,Amy Winehouse,1,0.99
Hell Ain't A Bad Place To Be,Let There Be Rock,AC/DC,1,0.99
Heliopolis,Morning Dance,Spyro Gyra,1,0.99
Heavy Love Affair,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,1,0.99
Heartland,Rattle And Hum,U2,1,0.99
Heartbreaker,BBC Sessions [Disc 2] [Live],Led Zeppelin,1,0.99
Heart Of Lothian: Wide Boy / Curtain Call,Misplaced Childhood,Marillion,1,0.99
Heart Of Gold,Alcohol Fueled Brewtality Live! [Disc 2],Black Label Society,1,0.99
Heart In Your Hand,Walking Into Clarksdale,Page & Plant,1,0.99
Headspace,Contraband,Velvet Revolver,1,0.99
Headlong,Greatest Hits II,Queen,1,0.99
He Can Only Hold Her,Back to Black,Amy Winehouse,1,0.99
Hawkmoon 269,Rattle And Hum,U2,1,0.99
Hats Off To (Roy) Harper,Led Zeppelin III,Led Zeppelin,1,0.99
Harvester Of Sorrow,...And Justice For All,Metallica,1,0.99
Hard To Handle,Live [Disc 2],The Black Crowes,1,0.99
Hard Luck Woman,Greatest Kiss,Kiss,1,0.99
Happy Jack,My Generation - The Very Best Of The Who,The Who,1,0.99
Hang 'Em High,Diver Down,Van Halen,1,0.99
Hands All Over,A-Sides,Soundgarden,1,0.99
Halloween,"The Office, Season 2",The Office,1,1.99
Hairshirt,Green,R.E.M.,1,0.99
Guess Who's Back,House of Pain,House Of Pain,1,0.99
Groovus Interruptus,Outbreak,Dennis Chambers,1,0.99
Grito De Alerta,Meus Momentos,Gonzaguinha,1,0.99
"Greetings from Earth, Pt. 2","Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),1,1.99
"Greetings from Earth, Pt. 1","Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),1,1.99
Green River,"Chronicle, Vol. 1",Creedence Clearwater Revival,1,0.99
Green Grow The Rushes,The Best Of R.E.M.: The IRS Years,R.E.M.,1,0.99
Green Disease,Riot Act,Pearl Jam,1,0.99
Gota D'água,Minha Historia,Chico Buarque,1,0.99
Got That Feeling,Album Of The Year,Faith No More,1,0.99
Gostava Tanto De Você,Serie Sem Limite (Disc 2),Tim Maia,1,0.99
Gone,Pearl Jam,Pearl Jam,1,0.99
Going To California,BBC Sessions [Disc 2] [Live],Led Zeppelin,1,0.99
Going Down / Highway Star,The Final Concerts (Disc 2),Deep Purple,1,0.99
Goin' Blind,Greatest Kiss,Kiss,1,0.99
God Part II,Rattle And Hum,U2,1,0.99
God Of Thunder,Greatest Kiss,Kiss,1,0.99
God Gave Rock 'n' Roll To You,Greatest Kiss,Kiss,1,0.99
God,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,1,0.99
Go Down,Let There Be Rock,AC/DC,1,0.99
Go Back,Acústico,Titãs,1,0.99
Go,Vs.,Pearl Jam,1,0.99
Giz,Mais Do Mesmo,Legião Urbana,1,0.99
Given To Fly,Live On Two Legs [Live],Pearl Jam,1,0.99
Girl From A Pawnshop,Live [Disc 1],The Black Crowes,1,0.99
Gimmie Shelters,No Security,The Rolling Stones,1,0.99
Ghost,Riot Act,Pearl Jam,1,0.99
Get What You Need,Get Born,JET,1,0.99
Get Up Offa That Thing,Sex Machine,James Brown,1,0.99
Get Up (I Feel Like Being A) Sex Machine,Sex Machine,James Brown,1,0.99
Get Right,Riot Act,Pearl Jam,1,0.99
Get Out,King For A Day Fool For A Lifetime,Faith No More,1,0.99
Get On Top,Californication,Red Hot Chili Peppers,1,0.99
Get On The Snake,A-Sides,Soundgarden,1,0.99
Get Off Of My Cloud,"Hot Rocks, 1964-1971 (Disc 1)",The Rolling Stones,1,0.99
"Get Down, Make Love",News Of The World,Queen,1,0.99
Genghis Khan,Killers,Iron Maiden,1,0.99
Genesis,"Heroes, Season 1",Heroes,1,1.99
Geek Stink Breath,International Superhits,Green Day,1,0.99
Gavioes 2001,Carnaval 2001,Various Artists,1,0.99
Gates Of Urizen,Chemical Wedding,Bruce Dickinson,1,0.99
Gates Of Tomorrow,Dance Of Death,Iron Maiden,1,0.99
Gatas Extraordinárias,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller,1,0.99
Garota de Ipanema (Dick Farney),Vozes do MPB,Various Artists,1,0.99
Garota Nacional,O Samba Poconé,Skank,1,0.99
Futureal,Virtual XI,Iron Maiden,1,0.99
Funky Piano,Santana Live,Santana,1,0.99
Funk de Bamba,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,1,0.99
Funk Hum,Roda De Funk,Funk Como Le Gusta,1,0.99
Fuel,ReLoad,Metallica,1,0.99
From Out Of Nowhere,The Real Thing,Faith No More,1,0.99
From Here To Eternity,Live At Donington 1992 (Disc 1),Iron Maiden,1,0.99
Friends,Led Zeppelin III,Led Zeppelin,1,0.99
Friend Of A Friend,In Your Honor [Disc 2],Foo Fighters,1,0.99
Freewill,Retrospective I (1974-1980),Rush,1,0.99
Freewheel Burning,Living After Midnight,Judas Priest,1,0.99
Freedom For My People,Rattle And Hum,U2,1,0.99
Free Me,In Your Honor [Disc 1],Foo Fighters,1,0.99
Frantic,St. Anger,Metallica,1,0.99
Four Walled World,Temple of the Dog,Temple of the Dog,1,0.99
Four Sticks,IV,Led Zeppelin,1,0.99
Forty Days Instrumental,Roda De Funk,Funk Como Le Gusta,1,0.99
Fortuneteller,Slaves And Masters,Deep Purple,1,0.99
Fortunes Of War,The X Factor,Iron Maiden,1,0.99
Fortunate Son,"Chronicle, Vol. 1",Creedence Clearwater Revival,1,0.99
Formosa,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius,1,0.99
Formigueiro,Serie Sem Limite (Disc 2),Tim Maia,1,0.99
Forgiven,Jagged Little Pill,Alanis Morissette,1,0.99
Fora Da Ordem,Minha Historia,Chico Buarque,1,0.99
For Your Babies,Greatest Hits,Lenny Kravitz,1,0.99
For Those About To Rock (We Salute You),For Those About To Rock We Salute You,AC/DC,1,0.99
Fool In The Rain,In Through The Out Door,Led Zeppelin,1,0.99
Fly Me To The Moon,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra,1,0.99
Fly By Night,Retrospective I (1974-1980),Rush,1,0.99
Flower,A-Sides,Soundgarden,1,0.99
Flores,Acústico,Titãs,1,0.99
Flor De Lis,Djavan Ao Vivo - Vol. 1,Djavan,1,0.99
Flight Of The Rat,Deep Purple In Rock,Deep Purple,1,0.99
Flash of The Blade,Powerslave,Iron Maiden,1,0.99
Flash,Greatest Hits I,Queen,1,0.99
First Time I Met The Blues,The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,1,0.99
Fire + Water,"Lost, Season 2",Lost,1,1.99
Fire,Are You Experienced?,Jimi Hendrix,1,0.99
Finding My Way,Retrospective I (1974-1980),Rush,1,0.99
Filho Maravilha,Jorge Ben Jor 25 Anos,Jorge Ben,1,0.99
Fight From The Inside,News Of The World,Queen,1,0.99
Fica,Maquinarama,Skank,1,0.99
Felicidade Urgente,Na Pista,Cláudio Zoli,1,0.99
Feirinha da Pavuna/Luz do Repente/Bagaço da Laranja,Ao Vivo [IMPORT],Zeca Pagodinho,1,0.99
Feel Your Love Tonight,Van Halen,Van Halen,1,0.99
Feel It,House of Pain,House Of Pain,1,0.99
Fear Is The Key,Fear Of The Dark,Iron Maiden,1,0.99
Fates Warning,No Prayer For The Dying,Iron Maiden,1,0.99
Fat Bottomed Girls,Greatest Hits I,Queen,1,0.99
Fast As a Shark,Restless and Wild,Accept,1,0.99
Fast And Loose,Ace Of Spades,Motörhead,1,0.99
Fascinação,Elis Regina-Minha História,Elis Regina,1,0.99
Fantasia On Greensleeves,The World of Classical Favourites,Academy of St. Martin in the Fields & Sir Neville Marriner,1,0.99
Família,Acústico,Titãs,1,0.99
Falling To Pieces,The Real Thing,Faith No More,1,0.99
Fall To Pieces,Contraband,Velvet Revolver,1,0.99
Falar A Verdade,Cidade Negra - Hits,Cidade Negra,1,0.99
Falando De Amor,Warner 25 Anos,Antônio Carlos Jobim,1,0.99
Faixa Amarela,Ao Vivo [IMPORT],Zeca Pagodinho,1,0.99
Fairies Wear Boots,Speak of the Devil,Ozzy Osbourne,1,0.99
Fade To Black,Ride The Lightning,Metallica,1,0.99
Faceless,Faceless,Godsmack,1,0.99
Face In The Sand,Dance Of Death,Iron Maiden,1,0.99
F*Ckin' Up,Live On Two Legs [Live],Pearl Jam,1,0.99
F**k Me Pumps,Frank,Amy Winehouse,1,0.99
Eye Of The Beholder,...And Justice For All,Metallica,1,0.99
Eye,Rotten Apples: Greatest Hits,Smashing Pumpkins,1,0.99
Extraordinary Girl,American Idiot,Green Day,1,0.99
Extra,Acústico MTV [Live],Cidade Negra,1,0.99
Expresso 2222,Unplugged,Eric Clapton,1,0.99
Exposé,"Lost, Season 3",Lost,1,1.99
Exploder,Audioslave,Audioslave,1,0.99
Experiment In Terra,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),1,1.99
"Exodus, Pt. 2","Battlestar Galactica, Season 3",Battlestar Galactica,1,1.99
"Exodus, Pt. 1","Battlestar Galactica, Season 3",Battlestar Galactica,1,1.99
Exodus (Part 2) [Season Finale],"Lost, Season 1",Lost,1,1.99
Evil Woman,Black Sabbath,Black Sabbath,1,0.99
Evil Ways,Santana Live,Santana,1,0.99
Evil Walks,For Those About To Rock We Salute You,AC/DC,1,0.99
Evil Dick,Body Count,Body Count,1,0.99
Everything's Ruined,Angel Dust,Faith No More,1,0.99
Everything I Need,The Best Of Men At Work,Men At Work,1,0.99
Every Time I Look At You,Unplugged [Live],Kiss,1,0.99
Every Breath You Take,The Police Greatest Hits,The Police,1,0.99
Everlong,The Colour And The Shape,Foo Fighters,1,0.99
Even Better Than The Real Thing,Achtung Baby,U2,1,0.99
Eu Vim Da Bahia - Live,Chill: Brazil (Disc 2),Antônio Carlos Jobim,1,0.99
Eu Também Quero Beijar,Cidade Negra - Hits,Cidade Negra,1,0.99
Eu Sou Neguinha (Ao Vivo),Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller,1,0.99
Eu E Ela,Volume Dois,Titãs,1,0.99
Eu Apenas Queria Que Voçê Soubesse,Meus Momentos,Gonzaguinha,1,0.99
Eu Amo Você,Serie Sem Limite (Disc 2),Tim Maia,1,0.99
Etnia,Afrociberdelia,Chico Science & Nação Zumbi,1,0.99
Estrela (Live),Quanta Gente Veio Ver (Live),Gilberto Gil,1,0.99
Estranged,Use Your Illusion II,Guns N' Roses,1,0.99
Esse Cara,Prenda Minha,Caetano Veloso,1,0.99
Esperando Na Janela,As Canções de Eu Tu Eles,Gilberto Gil,1,0.99
Era Uma Vez,Volume Dois,Titãs,1,0.99
Equinocio,Cafezinho,João Suplicy,1,0.99
Epic,The Real Thing,Faith No More,1,0.99
Entre E Ouça,The Best of Ed Motta,Ed Motta,1,0.99
Entrando Na Sua (Intro),Roda De Funk,Funk Como Le Gusta,1,0.99
Enter 77,"Lost, Season 3",Lost,1,1.99
Enquanto O Dia Não Vem,Cafezinho,João Suplicy,1,0.99
Endgame,Out Of Time,R.E.M. Feat. Kate Pearson,1,0.99
Encontrar Alguém,Jota Quest-1995,Jota Quest,1,0.99
Email Surveillance,"The Office, Season 2",The Office,1,1.99
Elza,Compositores,O Terço,1,0.99
Electrolite,New Adventures In Hi-Fi,R.E.M.,1,0.99
Eleanor Rigby,Cássia Eller - Sem Limite [Disc 1],Cássia Eller,1,0.99
Elderly Woman Behind The Counter In A Small Town,Vs.,Pearl Jam,1,0.99
Ela Disse Adeus,Arquivo II,Os Paralamas Do Sucesso,1,0.99
El Farol,Supernatural,Santana,1,0.99
Edie (Ciao Baby),"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,1,0.99
Eclipse Oculto,Prenda Minha,Caetano Veloso,1,0.99
E.S.P.,The Essential Miles Davis [Disc 2],Miles Davis,1,0.99
E.C.T.,Cássia Eller - Sem Limite [Disc 1],Cássia Eller,1,0.99
Dust N' Bones,Use Your Illusion I,Guns N' Roses,1,0.99
Dujji,Roda De Funk,Funk Como Le Gusta,1,0.99
Duende,[1997] Black Light Syndrome,"Terry Bozzio, Tony Levin & Steve Stevens",1,0.99
Duelists,Powerslave,Iron Maiden,1,0.99
Drowning Man,War,U2,1,0.99
Drown Me Slowly,Out Of Exile,Audioslave,1,0.99
Drown,Rotten Apples: Greatest Hits,Smashing Pumpkins,1,0.99
Dreams,"The Best Of Van Halen, Vol. I",Van Halen,1,0.99
Down Under,The Best Of Men At Work,Men At Work,1,0.99
Down On The Corner,"Chronicle, Vol. 1",Creedence Clearwater Revival,1,0.99
Down By The Seaside,Physical Graffiti [Disc 2],Led Zeppelin,1,0.99
Doutor,Cidade Negra - Hits,Cidade Negra,1,0.99
Double Talkin' Jive,Use Your Illusion I,Guns N' Roses,1,0.99
Don't You Cry,Into The Light,David Coverdale,1,0.99
Don't Stand so Close to Me,The Police Greatest Hits,The Police,1,0.99
Don't Look Back,Greatest Hits,Lenny Kravitz,1,0.99
Don't Go Back To Rockville,The Best Of R.E.M.: The IRS Years,R.E.M.,1,0.99
Don't Damn Me,Use Your Illusion I,Guns N' Roses,1,0.99
Don't Cry (Original),Use Your Illusion I,Guns N' Roses,1,0.99
Don't Cry,Use Your Illusion II,Guns N' Roses,1,0.99
Domingo,Volume Dois,Titãs,1,0.99
Dog Eat Dog,Let There Be Rock,AC/DC,1,0.99
Doesn't Remind Me,Out Of Exile,Audioslave,1,0.99
Do what cha wanna,The Best Of Billy Cobham,Billy Cobham,1,0.99
Do You Love Me,Unplugged [Live],Kiss,1,0.99
Do You Like The Way,Supernatural,Santana,1,0.99
Do You Have Other Loves?,The Best of Ed Motta,Ed Motta,1,0.99
Do You Feel Loved,Pop,U2,1,0.99
Do It For The Kids,Contraband,Velvet Revolver,1,0.99
Diwali,"The Office, Season 3",The Office,1,1.99
Divirta-Se (Saindo Da Sua),Roda De Funk,Funk Como Le Gusta,1,0.99
Diversity Day,"The Office, Season 1",The Office,1,1.99
Distractions,"Heroes, Season 1",Heroes,1,1.99
Dissident,Vs.,Pearl Jam,1,0.99
Disposable Heroes,Master Of Puppets,Metallica,1,0.99
Disenchanted Lullaby,One By One,Foo Fighters,1,0.99
Discotheque,Pop,U2,1,0.99
Disarm,Rotten Apples: Greatest Hits,Smashing Pumpkins,1,0.99
Disappearing Act,Carry On,Chris Cornell,1,0.99
Dirty Water Dog,Van Halen III,Van Halen,1,0.99
Dirty Love,Ace Of Spades,Motörhead,1,0.99
Dirty Little Thing,Contraband,Velvet Revolver,1,0.99
Din Din Wo (Little Child),Muso Ko,Habib Koité and Bamada,1,0.99
"Diga Lá, Coração",Meus Momentos,Gonzaguinha,1,0.99
Die With Your Boots On,Live After Death,Iron Maiden,1,0.99
Die Walküre: The Ride of the Valkyries,Wagner: Favourite Overtures,Sir Georg Solti & Wiener Philharmoniker,1,0.99
Die Die My Darling,Garage Inc. (Disc 1),Metallica,1,0.99
Diamonds And Rust (Live),Living After Midnight,Judas Priest,1,0.99
Deus Ex Machina,"Lost, Season 1",Lost,1,1.99
Deuce,Greatest Kiss,Kiss,1,0.99
Destitute Illusions,Synkronized,Jamiroquai,1,0.99
Desaforo,Deixa Entrar,Falamansa,1,0.99
Departure,New Adventures In Hi-Fi,R.E.M.,1,0.99
Denúncia,Olodum,Olodum,1,0.99
Demorou!,Demorou...,Mônica Marianno,1,0.99
Deixa,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius,1,0.99
Deeper Underground,Synkronized,Jamiroquai,1,0.99
Deep Waters,Blue Moods,Incognito,1,0.99
Dee,Tribute,Ozzy Osbourne,1,0.99
Dead Horse,Use Your Illusion I,Guns N' Roses,1,0.99
Dead And Bloated,Core,Stone Temple Pilots,1,0.99
De Ouro E Marfim (Live),Quanta Gente Veio Ver (Live),Gilberto Gil,1,0.99
De Noite Na Cama,Barulhinho Bom,Marisa Monte,1,0.99
De La Luz,Heart of the Night,Spyro Gyra,1,0.99
De Ja Vu,Somewhere in Time,Iron Maiden,1,0.99
"De Do Do Do, De Da Da Da",The Police Greatest Hits,The Police,1,0.99
Dave,"Lost, Season 2",Lost,1,1.99
Dark Corners,[1997] Black Light Syndrome,"Terry Bozzio, Tony Levin & Steve Stevens",1,0.99
Dança Da Solidão,Barulhinho Bom,Marisa Monte,1,0.99
"Danny Boy, Danny Boy",House of Pain,House Of Pain,1,0.99
Dandelion,Out Of Exile,Audioslave,1,0.99
Dancing In The Street,Diver Down,Van Halen,1,0.99
Dancing Barefoot,B-Sides 1980-1990,U2,1,0.99
Dance Of Death,Dance Of Death,Iron Maiden,1,0.99
Dance Enquanto é Tempo,Jota Quest-1995,Jota Quest,1,0.99
Dance,Ace Of Spades,Motörhead,1,0.99
Damage Inc.,Master Of Puppets,Metallica,1,0.99
Damage Case,Garage Inc. (Disc 2),Metallica,1,0.99
Da Lama Ao Caos,Da Lama Ao Caos,Chico Science & Nação Zumbi,1,0.99
D'Yer Mak'er,Houses Of The Holy,Led Zeppelin,1,0.99
Cérebro Eletrônico,Barulhinho Bom,Marisa Monte,1,0.99
Cuyahoga,The Best Of R.E.M.: The IRS Years,R.E.M.,1,0.99
Cursed Diamonds,Live [Disc 1],The Black Crowes,1,0.99
Cure,Load,Metallica,1,0.99
Cuckoo For Caca,King For A Day Fool For A Lifetime,Faith No More,1,0.99
Crystal Ball,Greatest Hits,Lenny Kravitz,1,0.99
Cry For Love,Into The Light,David Coverdale,1,0.99
Crumbs From Your Table,How To Dismantle An Atomic Bomb,U2,1,0.99
"Crossroads, Pt. 2","Battlestar Galactica, Season 3",Battlestar Galactica,1,1.99
"Crossroads, Pt. 1","Battlestar Galactica, Season 3",Battlestar Galactica,1,1.99
Crossroads,The Cream Of Clapton,Eric Clapton,1,0.99
Crossfire,In Step,Stevie Ray Vaughan & Double Trouble,1,0.99
Cropduster,Riot Act,Pearl Jam,1,0.99
Cristina Nº 2,Serie Sem Limite (Disc 1),Tim Maia,1,0.99
Criança De Domingo,Afrociberdelia,Chico Science & Nação Zumbi,1,0.99
Creeping Death,Ride The Lightning,Metallica,1,0.99
Creep,Core,Stone Temple Pilots,1,0.99
Crazy Train,Tribute,Ozzy Osbourne,1,0.99
Crash Course In Brain Surgery,Garage Inc. (Disc 2),Metallica,1,0.99
Crackerman,Core,Stone Temple Pilots,1,0.99
Cotton Fields,"Chronicle, Vol. 2",Creedence Clearwater Revival,1,0.99
Coroné Antonio Bento,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller,1,0.99
Corinna,No Security,The Rolling Stones,1,0.99
Corduroy,Live On Two Legs [Live],Pearl Jam,1,0.99
Coração do Agreste (Fafá de Belém),Vozes do MPB,Various Artists,1,0.99
Coração Em Desalinho,Ao Vivo [IMPORT],Zeca Pagodinho,1,0.99
Coração De Estudante,Milton Nascimento Ao Vivo,Milton Nascimento,1,0.99
Copacabana (Live),Quanta Gente Veio Ver (Live),Gilberto Gil,1,0.99
Construção / Deus Lhe Pague,Minha Historia,Chico Buarque,1,0.99
Confusion,Facelift,Alice In Chains,1,0.99
Condição,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,1,0.99
"Concerto for Piano No. 2 in F Minor, Op. 21: II. Larghetto",Chopin: Piano Concertos Nos. 1 & 2,"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",1,0.99
"Concerto for Cello and Orchestra in E minor, Op. 85: I. Adagio - Moderato",Elgar: Cello Concerto & Vaughan Williams: Fantasias,"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",1,0.99
"Concerto No.2 in F Major, BWV1047, I. Allegro",Bach: The Brandenburg Concertos,Orchestra of The Age of Enlightenment,1,0.99
Computadores Fazem Arte,Da Lama Ao Caos,Chico Science & Nação Zumbi,1,0.99
Compulsion,The Essential Miles Davis [Disc 1],Miles Davis,1,0.99
Company Man,"Heroes, Season 1",Heroes,1,1.99
Como É Duro Trabalhar,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius,1,0.99
Como Estais Amigos,Virtual XI,Iron Maiden,1,0.99
Communication Breakdown(2),BBC Sessions [Disc 1] [Live],Led Zeppelin,1,0.99
Commercial 2,House of Pain,House Of Pain,1,0.99
Começaria Tudo Outra Vez,Meus Momentos,Gonzaguinha,1,0.99
Come Fly With Me,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra,1,0.99
Coma,Use Your Illusion I,Guns N' Roses,1,0.99
Com Açúcar E Com Afeto,Minha Historia,Chico Buarque,1,0.99
Collaborators,"Battlestar Galactica, Season 3",Battlestar Galactica,1,1.99
